Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
8282,"Oh, which museum?",Phoebe,neutral,neutral,832,7
8283,"No, answer his.",Phoebe,neutral,neutral,832,8
8284,"Okay, it was just me and her at the back of the train, and I sat near the door, so she?d have to pass by me if she wanted to switch cars.",Ross,joy,positive,832,9
8285,She was totally at my mercy.,Ross,joy,positive,832,10
8286,Were you so late because you were burring this woman?,Chandler,sadness,negative,832,11
8287,"No, I?m getting back down ?cause she lives in Poughkeepsie.",Ross,neutral,neutral,832,12
8288,"She seems really great, but she?s like totally great, but she lives two and a half hours away.",Ross,joy,positive,832,13
8289,How can she be great if she?s from Poughkeepsie?  That joke would?ve killed in Albany.,Chandler,anger,negative,832,14
8290,"Done! I did it! Heh, who?s stupid now?",Joey,joy,positive,832,15
8291,"No, there is no way! It can",Monica,joy,positive,833,0
8292,Why is your family,Chandler,neutral,neutral,833,1
8293,He cannot play at our wedding!,Monica,anger,negative,833,2
8294,I mean everyone will leave!,Monica,anger,negative,833,3
8295,"I mean come on, that is just noise!",Monica,anger,negative,833,4
8296,It?s not even a song!,Monica,anger,negative,833,5
8297,"If you listen very carefully, I think its",Chandler,neutral,neutral,833,6
8298,"Oh, I want to look too! . Yikes!",Phoebe,surprise,positive,834,0
8299,"So do you think that these pictures?Are, are they trying to tell a story?",Monica,neutral,neutral,834,1
8300,"Oh, yeah, sure.",Rachel,neutral,neutral,834,2
8301,"I mean, like in the case of this young woman, she has lost her clothes, so she rides naked on the horse, she?s crying out, ?Where are they, where are they??",Rachel,neutral,neutral,834,3
8302,"Well, she?s not going to find them lying in the grass like that.",Monica,neutral,neutral,834,4
8303,"Oh, yeah. Aw, remember the days when you used to go out to the barn, lift up your shirt, and bend over?",Phoebe,joy,positive,834,5
8304,Yeah.,Monica,neutral,neutral,834,6
8305,"You see, now, I would date this girl.",Rachel,neutral,neutral,834,7
8306,"She?s cute, she?s outdoorsy, you know, and she knows how to build a fire.",Rachel,neutral,neutral,834,8
8307,"I mean, that?s got to come in handy",Rachel,neutral,neutral,834,9
8308,"Okay, I?ve got a question. If you had to pick one of us to date, who would it be?",Monica,neutral,neutral,834,10
8309,I don?t know.,Rachel,neutral,neutral,834,11
8310,Me neither.,Monica,neutral,neutral,834,12
8311,Rachel.,Phoebe,neutral,neutral,834,13
8312,What?!,Monica,surprise,negative,834,14
8313,I don?t know.  Me neither.,Phoebe,neutral,neutral,834,15
8314,"Look, I wanted to tell I?m-I?m sorry you lost.",Monica,sadness,negative,835,0
8315,"Listen, I?ve got a secret for ya. I let him win.",Chandler,neutral,neutral,835,1
8316,Is that a secret or a lie.,Monica,anger,negative,835,2
8317,"No, I let him win?Ross!",Chandler,neutral,neutral,835,3
8318,Yeah?,Ross,surprise,positive,835,4
8319,Would you tell her I let you win please?,Chandler,anger,negative,835,5
8320,Oh. Yeah.  Uh Chandler,Ross,neutral,neutral,835,6
8321,I am strong! I?ll show you!,Chandler,anger,negative,835,7
8322,Chandler please!,Monica,disgust,negative,835,8
8323,Oh what?s the matter? Are you scared?,Chandler,anger,negative,835,9
8324,Let?s go big bunny!,Monica,anger,negative,835,10
8325,Okay. 1?2?3?Go!   I?m gonna kill myself!,Chandler,neutral,neutral,835,11
8326,"Hey Ross, is uh, is Staten Island really an island?",Joey,neutral,neutral,836,0
8327,"Uh-huh, that's why they call it Staten",Ross,surprise,positive,836,1
8328,Ohhh. I thought it was like Long Island.,Joey,surprise,positive,836,2
8329,Also an island.,Ross,neutral,neutral,836,3
8330,"Hey, what time is it?",Joey,neutral,neutral,836,4
8331,2:17.,Ross,neutral,neutral,836,5
8332,"Wow! You realize that we've been throwing this ball, without dropping it, for like an hour?",Joey,surprise,positive,836,6
8333,Are you serious?!,Ross,surprise,positive,836,7
8334,Yeah. I realized it about a half-hour ago but I didn't want to say anything 'cause I didn't want to jinx it.,Joey,neutral,neutral,836,8
8335,Wow! We are pretty good at this! Hey! We totally forgot about lunch!,Ross,surprise,positive,836,9
8336,"Oh, I-I, I think that's the first time I ever missed a meal!  Yeah, my pants are a little loose!",Joey,anger,negative,836,10
8337,"Hey, you guys",Rachel,neutral,neutral,836,11
8338,Hey!,Joey,joy,positive,836,12
8339,Who is it?,Ursula,neutral,neutral,837,0
8340,It?s Phoebe! Phoebe!,Phoebe,joy,positive,837,1
8341,Hey!,Ursula,joy,positive,837,2
8342,Oh God. So-so you?re making porn movies.,Phoebe,surprise,negative,838,0
8343,No I?m not.,Ursula,anger,negative,839,0
8344,You?re making one right now!,Phoebe,anger,negative,839,1
8345,And-,Phoebe,neutral,neutral,839,2
8346,"Yeah, can I help you with something?",Ursula,neutral,neutral,839,3
8347,"Look, I?m talking right now! You?re?you mean her.",Phoebe,joy,positive,839,4
8348,"Y?know, twin stuff is always a real big seller.",Ursula,neutral,neutral,839,5
8349,What?!,Phoebe,surprise,negative,839,6
8350,"Yeah, I can talk them into giving you like, 30 dollars.",Ursula,neutral,neutral,839,7
8351,No!!,Phoebe,disgust,negative,839,8
8354,And stop using my name!,Phoebe,anger,negative,839,11
8355,And shame on you!,Phoebe,disgust,negative,839,12
8356,And shame on all of you!,Phoebe,disgust,negative,839,13
8357,You?re disgusting!,Phoebe,disgust,negative,839,14
8358,Especially you  with that!,Phoebe,disgust,negative,839,15
8359,Hey!,Phoebe,joy,positive,840,0
8360,Hi Pheebs!,Rachel,joy,positive,840,1
8361,Are you moving out?,Phoebe,neutral,neutral,840,2
8362,"No, these aren't all my suitcases.  This one's Paolo's.",Rachel,neutral,neutral,840,3
8363,"Um, um, Rachel can we talk for a sec?",Phoebe,neutral,neutral,840,4
8364,"Well, sure...just a sec, though, 'cause Paolo's on his way over.",Rachel,neutral,neutral,840,5
8365,"Oh!  Ok, um, ok, um,",Phoebe,fear,negative,840,6
8366,"Oh, Pheebs, Pheebs...",Rachel,joy,positive,840,7
8367,"Ok, um,  we haven't known each other for that long a time, and, um, there are three things that you should know about me.",Phoebe,neutral,neutral,840,8
8368,"One, my friends are the most important thing in my life, two, I never lie, and three, I make the best oatmeal raisin cookies in the world.",Phoebe,neutral,neutral,840,9
8369,"Ok, thanks Pheebs  Oh my God, why have I never tasted these before?!",Rachel,surprise,positive,840,10
8370,"Oh, I don't make them a lot because I don't think it's fair to the other cookies",Phoebe,neutral,neutral,840,11
8371,"All right, well, you're right, these are the best oatmeal cookies I've ever had.",Rachel,surprise,positive,840,12
8372,Which proves that I never lie.,Phoebe,neutral,neutral,840,13
8373,I guess you don't.,Rachel,neutral,neutral,840,14
8374,Paolo made a pass at me.,Phoebe,sadness,negative,840,15
8375,"I?m so sorry. Please, stop freaking out.",Monica,fear,negative,841,0
8376,I?m not freaking out.,Chandler,neutral,neutral,841,1
8377,Why would I be freaking out?,Chandler,neutral,neutral,841,2
8378,"A woman named Heldi called and said we were getting married, but that happens everyday.",Chandler,neutral,neutral,841,3
8379,"Honey, we were at this beautiful place, and I-I-I just put our names down for fun!",Monica,anger,negative,841,4
8380,"I mean, what?s the harm in that?",Monica,neutral,neutral,841,5
8381,Right here!,Chandler,sadness,negative,841,6
8382,"Chandler, please don?t think I was trying to pressure you. Phoebe and Rachel",Monica,anger,negative,841,7
8383,Phoebe and Rachel!,Chandler,anger,negative,841,8
8384,"So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!",Chandler,sadness,negative,841,9
8385,"It was a mistake. Please don?t take this to mean anything, because it doesn?t.",Monica,sadness,negative,841,10
8386,Okay.,Chandler,neutral,neutral,841,11
8387,Really?,Monica,joy,positive,841,12
8388,"Yes, if it really doesn?t mean anything, because you know that I?m just not ready",Chandler,neutral,neutral,841,13
8389,I know! I know.,Monica,neutral,neutral,841,14
8390,Okay.,Chandler,neutral,neutral,841,15
8391,I?m gonna go tell Joey that  that you?re back. I was really worried about you.,Monica,anger,negative,841,16
8392,"Hey, did she buy it?",Phoebe,neutral,neutral,841,17
8393,Totally.,Chandler,neutral,neutral,841,18
8394,So did Heldi show you the place?,Phoebe,neutral,neutral,841,19
8395,"Yeah, it?s beautiful.",Chandler,neutral,neutral,841,20
8396,I can?t believe you?re gonna ask Monica to marry you!,Phoebe,joy,positive,841,21
8397,I know.,Chandler,neutral,neutral,841,22
8400,"Okay look, I have an idea.",Rachel,neutral,neutral,842,0
8401,"Why don?t we, why don?t we see what kind of number he has on his speed dial, and then from that we can tell who has more in common with him.",Rachel,neutral,neutral,842,1
8402,And then whoever does gets the phone.,Rachel,neutral,neutral,842,2
8406,"All right, first name on the speed dial is mom.",Rachel,neutral,neutral,842,3
8407,"Ohh, I lost my mom to suicide.",Phoebe,sadness,negative,842,4
8408,"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.",Rachel,sadness,negative,842,5
8409,Did I use that already today? I?m sorry.,Phoebe,sadness,negative,842,6
8412,Joe.,Rachel,neutral,neutral,842,7
8419,"Oh, I win! He?s got",Rachel,joy,positive,842,10
8420,So you don?t know that?s,Phoebe,neutral,neutral,842,11
8421,His new girlfriend!,Rachel,surprise,negative,842,12
8422,I can?t believe this. Do you think that your parents could help pay for it?,Monica,surprise,negative,843,0
8423,"I don?t know, my mother spent most of her money on her fourth wedding.",Chandler,sadness,negative,843,1
8424,She?s saving the rest for her divorce.,Chandler,anger,negative,843,2
8425,And any extra cash my father has he saves for his yearly trips to,Chandler,neutral,neutral,843,3
8426,Well what happened at dinner?,Rachel,neutral,neutral,843,4
8427,My parents spent the money for our wedding!,Monica,anger,negative,843,5
8428,My God! What did you order?!,Phoebe,surprise,negative,843,6
8429,"Wait, but there?s no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",Rachel,sadness,negative,843,7
8430,"Honey, it?s gonna be okay.",Chandler,neutral,neutral,843,8
8431,No! No it?s not! It?s not gonna be okay! It sucks! No swing band! No lilies!,Monica,sadness,negative,843,9
8432,"No, y?know what?",Rachel,neutral,neutral,843,10
8433,It?s gonna be okay.,Rachel,neutral,neutral,843,11
8434,I mean you don?t have to have this rustic Italian feast.,Rachel,neutral,neutral,843,12
8435,Y?know?,Rachel,neutral,neutral,843,13
8436,"And-and you don?t need, you don?t need this custom-made, empire-waisted, duchess, satin gown; you can wear off the rack.",Rachel,neutral,neutral,843,14
8437,"Dr. Geller, there?s a seat over here.",Older Scientist,neutral,neutral,844,0
8438,"Thank you, Dr. Phillips, but I?m having my lunch at this table, here in the middle.",Ross,neutral,neutral,844,1
8439,"I?m having lunch right here, with my good friend Joey, if he?ll sit with me.",Ross,neutral,neutral,844,2
8440,I will sit with you Dr. Geller.,Joey,neutral,neutral,844,3
8441,"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.",Ross,neutral,neutral,844,4
8442,"Now, I look around this cafeteria, and y?know what I see, I see-I see division.",Ross,sadness,negative,844,5
8443,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",Ross,fear,negative,844,6
8444,"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.",Ross,neutral,neutral,844,7
8445,I?m Ross!,Ross,joy,positive,844,8
8446,"I?m divorced, and I have a kid!",Ross,joy,positive,844,9
8447,I?m Joey! I?m an actor! I don?t know squat about dinosaurs!,Joey,joy,positive,844,10
8448,"I?m Ted, and I just moved here a month ago, and New York really scares me.",Another Tour Guide,anger,negative,844,11
8449,"All right, there you go!",Ross,joy,positive,844,12
8450,"Yeah, you hang in there Teddy!",Joey,anger,negative,844,13
8451,"I?m Andrew, and I didn?t pay for this pear.",Older Scientist,neutral,neutral,844,14
8452,"Okay, good-good for you.",Ross,joy,positive,844,15
8453,"I?m Rhonda,  and these aren?t real!",Tour Guide,neutral,neutral,844,16
8454,"Wow, Rhonda.",Ross,surprise,positive,844,17
8455,I?m Scott.,Another Scientist,neutral,neutral,844,18
8456,"Yeah, okay, Scott!",Ross,neutral,neutral,844,19
8457,And I need to flip the light switch on and off 17 times before I leave a room or my family will die.,Another Scientist,fear,negative,844,20
8458,So thanks for the warm welcome.,Doug,neutral,neutral,845,0
8459,"It?s good to have you guys on my team, and I come to play.",Doug,joy,positive,845,1
8460,I hope you do too.,Doug,neutral,neutral,845,2
8461,"Now, let?s go out there and get ?em!",Doug,joy,positive,845,3
8463,"And remember, there is no ?I? in team.",Doug,neutral,neutral,845,4
8464,"Yes, but there?s two in martini, soo everybody",Chandler,joy,positive,845,5
8465,You! Chuckles! What?s your name?,Doug,neutral,neutral,845,6
8466,"Oh it?s Bing, sir. I?m sorry , I was just ah...",Chandler,fear,negative,845,7
8467,"No-no, I heard what you said, funny.",Doug,neutral,neutral,845,8
8468,I like funny.,Doug,joy,positive,845,9
8469,"This team is about hard work, but it?s also about having fun.",Doug,joy,positive,845,10
8470,Good to have you aboard Bing!,Doug,joy,positive,845,11
8471,Yeah. You won't be able to take it.,Phoebe,neutral,neutral,846,0
8472,"So uh, now that little Chandler turned out to be a girl, what are they gonna name her?",Chandler,neutral,neutral,846,1
8473,They're gonna call her Chandler.,Phoebe,neutral,neutral,846,2
8474,"That's kind of a masculine name, don't you think?",Chandler,neutral,neutral,846,3
8475,Works on you.,Phoebe,neutral,neutral,846,4
8476,"Oh, that is so sweet.",Ross,joy,positive,847,0
8477,"No, no, ok, you hang up.",Ross,joy,positive,847,1
8478,"Ok, ok, one, two, three.",Ross,joy,positive,847,2
8479,Well you didn't hang up either.,Ross,joy,positive,847,3
8480,She didn't hang up either...,Rachel,joy,positive,847,4
8481,"Ok, no, no, you hang up. You, you, y?",Ross,joy,positive,847,5
8482,"Ross, hi, it's Rachel.",Rachel,neutral,neutral,848,0
8483,"I'm just calling to say that um, everything's fine and I'm really happy for you and your",Rachel,neutral,neutral,848,1
8484,"Rach, I got a message from you.",Ross,neutral,neutral,848,2
8485,Oh my God.,Rachel,surprise,negative,848,3
8486,"Oh my God Ross, no, hang up the phone, give me the phone Ross, give me the phone, give me the phone, give me the.",Rachel,sadness,negative,848,4
8489,You're over me?,Ross,surprise,negative,848,5
8490,Ohhhhhhhh God.,Rachel,surprise,negative,848,6
8491,"Wha... you're uh, you're, you're over me?",Ross,surprise,negative,848,7
8492,"Ohh, ohh.",Rachel,sadness,negative,848,8
8493,"When, when were you... under me?",Ross,surprise,negative,848,9
8494,"Well, basically, lately, I've uh, I've uh, sort of had feelings for you.",Rachel,neutral,neutral,848,10
8495,"OK, I need to lie down.",Ross,surprise,negative,848,11
8496,"Hey! I'm in, they're gonna let me audition!",Joey,joy,positive,849,0
8497,Really? That's great!,Ross,joy,positive,849,1
8498,"I know! I know! It turns out that one of the casting ladies has actually seen me in a play, so I steered clear of her",Joey,joy,positive,849,2
8499,(noticing a kid who has picked up a copy of,Carol,neutral,neutral,849,3
8500,"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",Joey,joy,positive,849,4
8501,"Yeah well, he's not gonna get this one.",Ross,joy,positive,849,5
8502,Ben is way cuter than that kid.,Ross,joy,positive,849,6
8503,"I mean look at him, look at you,",Ross,disgust,negative,849,7
8504,"That's great. Listen, wouldn't it be great though if I got to play Ben's dad?",Joey,neutral,neutral,849,8
8505,"Joey, you look nothing like Ben.",Ross,neutral,neutral,849,9
8506,I look more like him than you do!,Joey,anger,negative,849,10
8507,"Y'know, I don't really know you well enough for you to do that.",Carol,joy,positive,849,11
8508,That really was some of your best work.,Monica,joy,positive,850,0
8509,"Hm-hmm, I told you!  I can?t believe that I?ve only got two hours before I call in sick for work.",Chandler,neutral,neutral,850,1
8510,I have to be up in seven minutes.,Monica,neutral,neutral,850,2
8511,"Well, you?re not gonna believe this, but if you have seven minutes",Chandler,neutral,neutral,850,3
8512,Really?!,Monica,surprise,positive,850,4
8513,Do you wanna?,Chandler,neutral,neutral,850,5
8514,Okay! You get the vacuum cleaner and I?ll get the furniture polish!,Monica,joy,positive,850,6
8515,Oh okay. But y?know what? Be careful. Because a guy who was helping me before had to leave because he hurt his back.,Kristen,neutral,neutral,851,0
8516,Boyfriend?,Joey,surprise,negative,851,1
8517,No.,Kristen,neutral,neutral,851,2
8518,I?m Joey.,Joey,neutral,neutral,851,3
8519,Kristen.,Kristen,neutral,neutral,851,4
8520,"Oh wow, what a beautiful name!  What is it again?",Joey,joy,positive,851,5
8521,Kristen.,Kristen,neutral,neutral,851,6
8522,Got it!  So,Joey,neutral,neutral,851,7
8523,"So uh, do you live around here?",Kristen,neutral,neutral,851,8
8524,Yeah!,Joey,neutral,neutral,851,9
8525,Yeah!,Joey,joy,positive,851,10
8526,Right down there.,Joey,neutral,neutral,851,11
8527,Hey listen.. let me give you a little tip.,Joey,neutral,neutral,851,12
8528,Do not take a nap on this stoop  or you can wake up with your shoes gone.,Joey,joy,positive,851,13
8529,I?ll remember that.,Kristen,neutral,neutral,851,14
8530,"Okay. Yeah. Listen would you uh, would you like to have dinner with me tonight?",Joey,neutral,neutral,851,15
8531,"Oh I, I have plans tonight.",Kristen,neutral,neutral,851,16
8533,But how about tomorrow?,Kristen,neutral,neutral,851,17
8534,"Sounds great! Okay, alright, well where does this go?",Joey,joy,positive,851,18
8535,"You look strong, why don?t I take that and you grab one of the boxes.",Kristen,neutral,neutral,851,19
8536,"Okay. Yeah.  Yeah, I?ll grab this one.",Joey,neutral,neutral,851,20
8537,Hey.,Phoebe,neutral,neutral,852,0
8538,"Listen, um...",Phoebe,neutral,neutral,852,1
8539,I'm sorry.,Phoebe,sadness,negative,852,2
8540,": Yeah, um...  You know you, you should just forget about what I said under the bridge, I was talkin'",Phoebe,neutral,neutral,852,3
8541,"That's right, I don't... But I was, I was drunk on you!",Phoebe,sadness,negative,852,4
8542,"Okay, yeah, so it's not gonna work.",Phoebe,neutral,neutral,852,5
8543,"If it was, would you stop hanging out with her?",Phoebe,neutral,neutral,852,6
8544,"Um, then yes, it's 'cause of Phoebe! So, you know, it's either her or me.",Phoebe,anger,negative,852,7
8545,"You know...  You're gonna be really, really hard to get over.",Phoebe,sadness,negative,852,8
8546,"By the way, the week before your wedding you may not see a lot of me.",Ross,neutral,neutral,853,0
8547,"Oh, hello liar.",Phoebe,anger,negative,853,1
8548,"Look, I-I?m really sorry I let go of the bike.",Ross,sadness,negative,853,2
8549,I could?ve been killed I hope you know!,Phoebe,anger,negative,853,3
8550,"I know. I know. But, can we please try it again? Huh? I mean, you were",Ross,sadness,negative,853,4
8551,"Well, I would love to but?the bike got stolen and the police have no suspects.",Phoebe,joy,positive,853,5
8552,Phoebe.,Ross,neutral,neutral,853,6
8553,What?!  What the hell?!,Phoebe,anger,negative,853,7
8554,"All right, y?know what?",Ross,anger,negative,853,8
8555,"If you are not going to learn how to ride this bike then I?m sorry, I?m just gonna have to take it back.",Ross,anger,negative,853,9
8556,What?! Why?!,Phoebe,surprise,negative,853,10
8557,"Because! Because, it-it-it?s? It?d be like you having this guitar  and-and never playing it. Okay, this guitar",Ross,anger,negative,853,11
8558,"All right. If you care enough to make up that load of crap, okay.",Phoebe,anger,negative,853,12
8559,Great! Great!  You?re making the bike very happy.,Ross,joy,positive,853,13
8560,Okay Ross!  Please don?t die!,Phoebe,anger,negative,853,14
8561,How could you have kept all of this from me?,Mona,fear,negative,854,0
8562,"I was going to tell you, but",Ross,neutral,neutral,854,1
8563,But what?! You figured you?d get what you wanted and then dump her like you dumped Rachel!,Dr. Green,anger,negative,854,2
8564,Hey! I did not dump Rachel!  Nor are we still together.  Can I just?  Why don?t we just let the machine get that?,Ross,anger,negative,854,3
8565,Hey Ross. It?s Joey. There?s a hooker over here and we thought maybe you?d know something about it.,Joey,neutral,neutral,854,4
8566,"No! No! No! No! No! I-I-I-I?I need to, I need to lie down.",Ross,neutral,neutral,854,5
8567,Everything on your application looks really good?Ohh!,Joey,joy,positive,855,0
8568,"Just one last question umm, are you and your friends gonna be over here all the time like partying and hanging out?",Joey,anger,negative,855,1
8569,"Oh don?t worry, I?m not really a party girl.",The Potential Roommate,neutral,neutral,855,2
8570,"Whoa!! Now look, don?t be just blurtin? stuff out. I want you to really think about your answers. Okay?",Joey,joy,positive,855,3
8571,You can call off the roommate search!  Hi! I?ll be living here.,Chandler,joy,positive,855,4
8572,"Oh don?t listen to him, he?s just some guy who really wants the apartment, but I don?t think he?s gonna get it.",Joey,sadness,negative,855,5
8573,Why did you take the shower curtain down?,Chandler,surprise,negative,855,6
8574,That thing was a hazard!  I?m very safety conscious.,Joey,fear,negative,855,7
8575,Hi.,Joey,neutral,neutral,856,0
8576,"Hey man, how did the audition go?",Chandler,neutral,neutral,856,1
8577,Estelle said I didn't get it.,Joey,sadness,negative,856,2
8578,What?! Why? Joey you were so ready for it!,Rachel,surprise,negative,856,3
8579,"Yeah, I thought so too but, she said the casting people had some problems with me.",Joey,joy,positive,856,4
8580,No!,Ross,surprise,negative,857,0
8581,"For all I know, she?s trying to find me but couldn?t because I kept moving around.",Ross,neutral,neutral,857,1
8582,"No, from now on, I?m staying in one place.",Ross,neutral,neutral,857,2
8583,Right here.,Ross,neutral,neutral,857,3
8584,"Well, it?s getting late.",Monica,neutral,neutral,857,4
8585,"Yeah, we?re gonna go.",Chandler,neutral,neutral,857,5
8586,"Actually, do you guys mind staying here for a while?",Ross,neutral,neutral,857,6
8587,"Ugh, y?know, umm we gotta get up early and catch that plane for New York.",Monica,neutral,neutral,857,7
8588,"Yeah, it?s a very large plane.",Chandler,neutral,neutral,857,8
8589,That?s cool.,Ross,neutral,neutral,857,9
8590,"But, we?ll stay here with you.",Chandler,neutral,neutral,857,10
8591,"Thanks guys!  I really appreciate this, y?know, but you don?t have to rub my butt.",Ross,joy,positive,857,11
8592,"Hey, Mel Gibson and Clint Eastwood.",Phoebe,surprise,positive,858,0
8593,They?re not a couple!,Ross,surprise,negative,858,1
8594,"Oh-okay, I get the game now.",Phoebe,neutral,neutral,858,2
8595,"Okay look, look, let me ask you a question, when they were doing it on stage, was it like really hot?",Joey,neutral,neutral,858,3
8596,Oh yeah!,Ross,joy,positive,858,4
8597,"Well okay, so then you?re fine.",Joey,neutral,neutral,858,5
8598,The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone.,Joey,neutral,neutral,858,6
8599,Okay?,Joey,neutral,neutral,858,7
8600,So as long as it?s hot onstage you got nothing to worry about.,Joey,neutral,neutral,858,8
8601,"It?s when the heat goes away, that?s when you?re in trouble.",Joey,neutral,neutral,858,9
8602,Really?,Chandler,surprise,positive,858,10
8603,"Look, you guys have been to every play I?ve ever been in, have I ever had chemistry on stage?",Joey,neutral,neutral,858,11
8604,No.,Ross,neutral,neutral,858,12
8605,Noooo!!,Joey,neutral,neutral,858,13
8606,"Ursula!  Wait! Err-err, it?s me! Phoebe!",Phoebe,surprise,positive,859,0
8607,"Oh, I thought there was a mirror there. Okay, bye-bye.",Ursula,neutral,neutral,859,1
8608,"Wait a second! So, what?s new with you?",Phoebe,surprise,positive,859,2
8609,"Umm, nothing. I mean, I?m getting married next week.",Ursula,neutral,neutral,859,3
8610,And your breasts! Hmm!!!,Jim,surprise,positive,860,0
8611,Okay.,Phoebe,neutral,neutral,860,1
8612,"Umm look, you?re coming on a little strong.",Phoebe,fear,negative,860,2
8613,"But I?m going to give you the benefit of the doubt, because it seems the universe really wants to be together.",Phoebe,neutral,neutral,860,3
8614,"So, why don?t we just start over okay?",Phoebe,neutral,neutral,860,4
8615,And you can just tell me about yourself.,Phoebe,neutral,neutral,860,5
8616,All right.,Jim,neutral,neutral,860,6
8617,Okay.,Phoebe,neutral,neutral,860,7
8618,"I write erotic novels, for children.",Jim,neutral,neutral,860,8
8619,What?!,Phoebe,surprise,negative,860,9
8620,They?re wildly unpopular.,Jim,neutral,neutral,860,10
8621,Oh my God!,Phoebe,disgust,negative,860,11
8622,"Oh also, you might be interested to know that I have a Ph.D.",Jim,neutral,neutral,860,12
8623,Wow! You do?,Phoebe,surprise,positive,860,13
8624,"Yeah,  a Pretty Huge",Jim,joy,positive,860,14
8625,All right.,Phoebe,disgust,negative,860,15
8626,"So, uh, how's she doing?",Ross,sadness,negative,861,0
8627,The doctor says it's a matter of hours.,Aunt Lillian,sadness,negative,861,1
8628,"How-how are you, Mom?",Monica,sadness,negative,861,2
8629,"Me? I'm fine, fine. I'm glad you're here. ...What's with your hair?",Mrs. Geller,anger,negative,861,3
8630,What?,Monica,surprise,positive,861,4
8631,What's different?,Mrs. Geller,surprise,negative,861,5
8632,Nothing.,Monica,neutral,neutral,861,6
8633,"Oh, maybe that's it.",Mrs. Geller,neutral,neutral,861,7
8634,"She is unbelievable, our mother is...",Monica,anger,negative,861,8
8635,"Okay, relax, relax.",Ross,neutral,neutral,861,9
8636,"We are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover.",Ross,neutral,neutral,861,10
8637,Oh God!,Monica,surprise,negative,861,11
8638,The fuzzy little mints at the bottom of her purse.,Monica,neutral,neutral,861,12
8639,Oh!,Ross,surprise,positive,861,13
8640,"...Yeah, they were gross.",Ross,disgust,negative,861,14
8641,"Oh, you know what I loved?",Ross,joy,positive,861,15
8642,Her Sweet 'n' Los.,Ross,joy,positive,861,16
8643,How she was always stealing them from- from restaurants.,Ross,joy,positive,861,17
8644,"Not just restaurants, from our house.",Mr. Geller,neutral,neutral,861,18
8645,Maybe.,Rachel,neutral,neutral,862,0
8646,You can't!,Monica,surprise,negative,862,1
8647,Why?  Seriously I did not understand a word that    you said.,Rachel,surprise,negative,862,2
8648,In the hall.,Monica,neutral,neutral,862,3
8649,"Now, y'see, most people, when their pets pass on, they want 'em sorta laid out like they're sleeping.",Ronni,neutral,neutral,863,0
8650,But occasionally you get your person who wants them in a pose.,Ronni,neutral,neutral,863,1
8651,"Like, chasing their tail,  or, uh, jumping to catch a frisbee.",Ronni,neutral,neutral,863,2
8652,"Joey, if I go first, I wanna be looking for my keys.",Chandler,neutral,neutral,863,3
8653,That's a good one!,Ronni,joy,positive,863,4
8654,"Hey, Joe.",Mr. Tribbiani,neutral,neutral,863,5
8655,"Dad, Ronni's here.",Joey,neutral,neutral,863,6
8656,Huh?,Mr. Tribbiani,surprise,negative,863,7
8657,"So now, these are all the tuxedos that we make and if there?s anything that you like, we can make you a deal.",Rachel,neutral,neutral,864,0
8658,Anything at all.,Rachel,neutral,neutral,864,1
8659,But these are the three that Monica pre-approved.,Rachel,neutral,neutral,864,2
8660,"Well, thanks a lot for hookin? me up Rach. I want you to know that I want you to attend our wedding as my guest.",Chandler,joy,positive,864,3
8661,I?m Monica?s maid of honor. Okay? Don?t try to blue pin me!,Rachel,anger,negative,864,4
8662,"Oh here, I think this is us.  Yeah.",Ross,neutral,neutral,865,0
8663,Limited seating my ass. Let?s see who made the cut.  Hi!,Monica,anger,negative,865,1
8664,I?m Monica Gellar. Who do you know the bride and groom?,Monica,neutral,neutral,865,2
8665,Used to work with her. Used to! I?m a relative and I didn?t get invited! A,Monica,anger,negative,865,3
8666,"Stop saying, ""Blood"" to strangers.",Ross,sadness,negative,865,4
8667,"So, how about you huh? How do you know the happy couple?",Monica,joy,positive,865,5
8668,"Okay, you?re fine.",Monica,neutral,neutral,865,6
8669,"Monica, why have you brought me here of all places?!",Emily,surprise,negative,866,0
8670,You?ll see.,Monica,neutral,neutral,866,1
8671,"I tell you, this wedding is not going to happen.",Emily,joy,positive,866,2
8673,"Okay? But-but imagine a lot more lights, okay? And-and y?know fewer bricks, and-and-and flowers, and candles",Ross,neutral,neutral,866,3
8674,"And the musicians, look, they can go over here , okay? And the chairs can face this way , and?  You go.",Monica,neutral,neutral,866,4
8675,"But-but, if you don?t love this, we?ll do it in any other place at any other time.",Ross,neutral,neutral,866,5
8676,"Really, it?s fine, whatever you want.",Ross,neutral,neutral,866,6
8677,It?s perfect.,Emily,joy,positive,866,7
8678,"And, I don?t know, if it starts to rain",Ross,joy,positive,866,8
