Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Generate_emotion,tips
"Oh yeah, who?s playing?",Joey,neutral,neutral,43,neutral,The emotion of neutrality in Joey's utterance may indicate a lack of strong interest or enthusiasm in the conversation about having people over for the game. This could be because he is not particularly invested in the idea of attending the gathering or is simply indifferent to the topic being discussed.
The players.,Monica,neutral,neutral,43,neutral,"The neutral emotion in this context may be due to the speaker simply providing information about the players without any strong emotional attachment. The listener's possible reactions of asking for more details or showing interest may not elicit a strong emotional response from the speaker, leading to a neutral emotion."
Somebody seems to be missing being the hostess.,Ross,neutral,neutral,43,surprise,"The surprise emotion in Ross's utterance may be due to Monica's unexpected response or behavior, which could have caught him off guard."
"Please, it?s a relief is what it is, is what it is.",Monica,neutral,neutral,43,joy,"The reason for Monica's joy could be that she is relieved and happy to not be the hostess, possibly because it was a stressful or tiring role for her. This is supported by Ross' teasing comment about her missing being the hostess, indicating that Monica may have been feeling overwhelmed in that role."
"All right Pheebs, stick out your plate!",Joey,neutral,neutral,43,joy,The reason for Monica's expression of relief could be due to a sense of satisfaction or accomplishment from a previous situation. This emotion may be influenced by the listener's understanding or agreement with the situation that led to Monica's relief.
Oh.,Phoebe,neutral,neutral,43,neutral,The emotion of neutrality in Phoebe's response could be due to her not being particularly excited or interested in the offer of food from Joey. Her lack of a strong reaction could indicate a lack of strong feelings towards the situation.
Whose is it?,Chandler,neutral,neutral,44,neutral,The emotion of curiosity in this context is likely driven by the speaker's desire to gather information and clarify a specific point. The listener's potential reaction could involve providing the requested information or engaging in further discussion to address the speaker's curiosity.
I don?t want to say.,Rachel,neutral,neutral,44,neutral,"The speaker's emotion of neutrality may be due to wanting to keep a secret or withhold information, leading to potential frustration or curiosity from the listener."
"Oh, come on! I don?t care! Come on! Whose is it?",Chandler,joy,positive,44,joy,"The reason for Chandler's joy in this situation may be because he is excited and curious to find out whose it is, and he may be enjoying the playful teasing and pressure of trying to get Rachel to reveal the information."
Diane Keaton.,Rachel,neutral,neutral,44,neutral,"The speaker's frustration and impatience may be due to a desire for a quick resolution or answer, while the listener may feel pressured or annoyed by the speaker's persistence."
Phoebe! Come on! Let?s go!  Come on!  Why aren?t you dressed yet?!,Monica,anger,negative,45,surprise,"The speaker's surprise and impatience may be due to a sense of urgency or a time constraint, leading them to push the listener to hurry up and get dressed."
"I?m sorry, but I just wrote the best dance song for your wedding. Check this out.",Phoebe,neutral,neutral,45,joy,"The reason for Phoebe's joy in writing a dance song for the wedding could be due to her desire to contribute something special and meaningful to the event, as well as her excitement to share her creation with others."
"No, Phoebe, I?ll tell you what, if you get ready now I?ll let you play it at the wedding.",Monica,neutral,neutral,45,joy,The reason for the emotion of joy in Monica's utterance is likely because she is excited about the idea of Phoebe getting ready quickly and being able to play her dance song at the wedding. This shows that Monica values Phoebe's contribution and wants her to be a part of the special day.
Really?!,Phoebe,surprise,positive,45,surprise,The reason for Phoebe's surprise emotion is likely due to the unexpected offer from Monica to let her play something at the wedding as a reward for getting ready quickly.
Oh that?s so exciting!,Phoebe,joy,positive,45,joy,"The reason for the joy emotion in the current utterance may be due to the excitement expressed by the listener in the preUtterance, leading to a positive and enthusiastic response."
Thanks Mon!,Phoebe,joy,positive,45,joy,"The reason for the joy emotion in the current utterance is likely due to the speaker feeling grateful and appreciative towards the listener, as expressed in the preUtterance."
"Oh but Mon, if you touch my guitar again I?ll have to pound on you for a little bit.",Phoebe,anger,negative,45,anger,The reason for Phoebe's anger towards Monica touching her guitar again could be due to a sense of personal boundaries being crossed and a need to protect her belongings.
"Fair enough, now go get ready!",Monica,neutral,neutral,45,neutral,The reason for Phoebe's neutral emotion in the current utterance is likely because Monica's response was lighthearted and did not escalate the situation. Phoebe may have been anticipating a playful interaction and Monica's reaction aligned with that expectation.
"I?ll get everybody else , finally we can start celebrating my? I?m sorry, uh apparently I?ve opened the door to the past.",Monica,neutral,neutral,45,joy,The reason for the emotion of joy in the current utterance is likely due to the speaker's excitement about finally being able to start celebrating and the listener's anticipation for the upcoming celebration.
"My best shoes, so good to me.",Leslie,joy,positive,46,joy,The speaker's joy is likely due to feeling grateful for their shoes and the positive impact they have had on them. The listener's possible agreement or admiration for the shoes may further validate the speaker's feelings of joy.
I wear them everyday.,Leslie,joy,positive,46,joy,"The speaker's joy in wearing their shoes everyday likely stems from a sense of comfort, confidence, or style that the shoes provide. The positive reactions from the listener may further validate the speaker's emotional attachment to their shoes."
"Down at the heel, holes in the toes.",Leslie,joy,positive,46,sadness,"The reason for Leslie's sadness may be due to feeling overwhelmed or worn down by their current circumstances, as indicated by their description of their worn-out shoes. The listener's sympathy and potential offer of support may also contribute to Leslie's emotional response."
Don?t care what people say.,Leslie,joy,positive,46,anger,"The emotion of anger in Leslie's current utterance ""Don?t care what people say"" may be due to feeling fed up with criticism or judgment from others. The speaker's intention could be to assert their independence and confidence, while the listener may react with surprise or concern because Leslie is expressing a strong disregard for others' opinions."
"My feet?s best friends, pals to the end.",Leslie,joy,positive,46,joy,"The reason for the emotion of joy in Leslie's current utterance may be due to their strong sense of self and confidence in their choices, as expressed in their preUtterance. The positive reaction from the listener may also contribute to Leslie's joy."
With them I?m one hot chicky.,Leslie,joy,positive,46,joy,"The speaker's joy may be a result of feeling confident and playful in their interactions, as indicated by their intentions to portray themselves in a positive light. The listener's potential reactions of amusement or agreement may further contribute to the speaker's positive emotions."
"Though late one night, not much light, I....",Leslie,neutral,neutral,46,joy,The reason for the emotion of joy in the current utterance could be due to the speaker feeling playful and confident in the previous utterance. This sense of playfulness and confidence may have led to a positive and joyful mood in the speaker.
I stepped in something icky.,Phoebe,joy,positive,46,disgust,"The reason for Phoebe's disgust emotion could be due to stepping in something unpleasant or gross, which may lead to her expressing her discomfort to Leslie."
"Sticky shoes, sticky shoes, always make me smile. Sticky shoes, sticky shoes, next time I?ll.... avoid the..... pillleeeee.",Phoebe and Leslie,joy,positive,46,joy,"The emotion of joy in the current utterance ""Sticky shoes, sticky shoes, always make me smile..."" is likely a result of the speaker finding humor or amusement in the situation of having sticky shoes. The intention of the speaker may be to lighten the mood or make light of a potentially frustrating or annoying situation. The listener's possible reaction could be to join in the humor and share in the lightheartedness of the moment."
"God, it?s gonna so weird like when I come home and you?re not here.",Joey,sadness,negative,47,sadness,The reason for Joey's sadness could be the fear of feeling lonely or missing the presence of the listener when they are not home. Joey's intention to express this emotion and the listener's potential reaction of offering reassurance or comfort suggest that Joey values the listener's company and is anxious about being without it.
No more Joey and Chan?s.,Joey,sadness,negative,47,sadness,"The reason for Joey's sadness could be due to the impending separation from Chan, leading to feelings of loneliness and missing their presence. Joey's expression of how weird it will be without Chan suggests a strong emotional bond and dependency on their presence."
No more J and C?s.,Joey,sadness,negative,47,sadness,"The reason for the emotion of sadness could be due to the speaker feeling a sense of loss or disappointment over the end of their relationship with Joey and Chan, as indicated by the speaker's statement ""No more Joey and Chan's."" The listener may react with empathy or understanding towards the speaker's emotions, potentially amplifying the speaker's feelings of sadness."
You wanna go over to Joey and Chandler?s?,Joey,neutral,neutral,47,joy,"The emotion of joy in wanting to go over to Joey and Chandler's may be due to the speaker's anticipation of a fun and enjoyable time with friends. The idea of spending time with Joey and Chandler may bring about feelings of excitement and happiness, leading to the expression of joy."
"Can?t, its not there.",Joey,neutral,neutral,47,sadness,"The reason for Joey's sadness could be due to the fact that he can't go over to Joey and Chandler's, as suggested in the preUtterance. This could be disappointing for him as he might have wanted to spend time with them or was looking forward to it."
"Look, I?m just gonna be across the hall, we can still do all the same stuff.",Chandler,neutral,neutral,47,sadness,"The reason for Joey's emotion of loss or disappointment could be due to the fact that Chandler is moving across the hall, potentially changing their dynamic and routine. Joey may feel a sense of loss or sadness at the thought of things changing between them."
Yeah but we won?t be able to like get up in the middle of the night and have those long talks about our feelings and the future.,Joey,sadness,negative,47,sadness,The reason for Joey's sadness is likely due to the realization that not living together means missing out on intimate late-night conversations about feelings and the future with Chandler.
Not once did we do that.,Chandler,neutral,neutral,47,neutral,"The emotion of the speaker in the preUtterance may be driven by a desire for emotional connection and intimacy with the listener, as indicated by the mention of ""long talks about our feelings and the future."" This desire for deep emotional conversations could be the reason for the speaker's emotional tone."
Hi.,Monica,neutral,neutral,47,neutral,The emotion of defensiveness or frustration in the speaker may be due to feeling misunderstood or misrepresented by the listener in the preUtterance. The listener's possible reaction of confusion or disbelief may have triggered this emotional response.
Hey!,Chandler,neutral,neutral,47,joy,"The reason for Chandler's joy could be that he is happy to see Monica responding positively to his greeting, which shows a friendly and warm interaction between them."
Hi.,Joey,neutral,neutral,47,joy,"The reason for Joey's joy could be due to the friendly greeting from Chandler, which likely made him feel welcomed and happy."
"So I, I told Rachel it was just gonna be the two of us.",Monica,neutral,neutral,47,neutral,"The reason for Monica's neutral emotion could be because she may have intentionally misled Rachel about the plans, which could lead to potential conflict or awkwardness in the conversation."
"Oh yeah? Well, how?d she take it?",Chandler,neutral,neutral,47,neutral,"The neutral emotion in Chandler's utterance could be due to a curiosity about Rachel's reaction to the news shared by Monica. Chandler may be genuinely interested in knowing how Rachel took the news, leading to a neutral tone in his question."
"Really well. Yeah. Surprisingly well. Yeah, she didn?t cry. She wasn?t angry or sad.",Monica,neutral,neutral,47,joy,"The reason for the emotion of joy in this conversation may be due to the speaker's positive news about someone's reaction, which may have exceeded the listener's expectations."
"Okay, if you need the vacuum, it?s in my closet on the left-hand side. Ah, the garbage bags are next to the refrigerator",Monica,neutral,neutral,48,neutral,"The reason for the neutral emotion in this conversation is likely because the speaker is simply providing practical information about where to find household items, and the listener's reaction is expected to be a simple acknowledgment or thanks. There is no strong emotion or conflict present in the exchange."
"Okay, okay, but Rachel?s gonna be here too, can?t I just ask her this stuff?",Phoebe,neutral,neutral,48,neutral,The reason for the neutral emotion in Phoebe's utterance could be because she is simply trying to figure out if she can ask Rachel for help instead of Monica. She may not have any strong feelings about the situation at that moment.
"Yeah, okay, give that a try!",Monica,neutral,neutral,48,joy,"The reason for Monica's joy could be her supportive and encouraging reaction to Phoebe's request, showing that she is happy to help and see Phoebe seek advice from Rachel."
All right! Let?s do it!,Chandler,joy,positive,48,joy,"The reason for the emotion of joy in Chandler's utterance is likely due to the support and encouragement he received from Monica, which motivated him to try something new."
Woo-hoo!!,Joey,joy,positive,48,joy,The reason for the emotion of joy in Joey's utterance could be due to the enthusiastic response and willingness to participate in the activity expressed by Chandler in the preUtterance. Joey's joy could stem from the excitement of engaging in the planned activity with Chandler.
"Yeah, cheerie-o!",Ross,joy,positive,48,joy,"The reason for the joy emotion could be due to the speaker and listener both expressing excitement and celebration, creating a positive and energetic atmosphere in the conversation."
London baby!,Joey,joy,positive,48,joy,"The reason for Joey's joy in saying ""London baby!"" could be due to the excitement and anticipation of visiting a new and exciting destination. Ross's cheerie-o response further reinforces and validates Joey's enthusiasm, contributing to his joyful emotion."
Hi!,Monica,joy,positive,49,joy,"Reason for the emotion of joy: The speaker may be feeling happy and excited to initiate a friendly conversation or greet the listener, and the listener's positive response or engagement in conversation could further contribute to the speaker's joy."
Hi!,Chandler,joy,positive,49,joy,"The reason for Chandler's joy could be due to the positive interaction with Monica, as she greeted him first and initiated a conversation. This likely made Chandler feel happy and eager to engage with her."
Monica? What time is it?,Joey,neutral,neutral,49,neutral,The reason for Joey's neutral emotion could be that he simply wants to know the time and is not feeling particularly emotional or invested in the conversation at that moment.
"Uhh, 9.",Chandler,neutral,neutral,49,neutral,"The neutral emotion in Chandler's response could be due to the straightforward nature of answering a question about the time, without any strong emotions attached to it."
But it's dark out.,Joey,neutral,neutral,49,neutral,"Joey's emotion of concern or hesitation about the darkness outside could be due to a fear of the unknown or a sense of vulnerability in the dark. Chandler's neutral response of stating the time may not address Joey's underlying emotions, leading to Joey feeling unsettled or seeking reassurance."
"Well that's because you always sleep to noon, silly! This is what 9 looks like.",Monica,neutral,neutral,49,joy,"The emotion of joy in Monica's utterance is likely due to the playful teasing tone she uses with Joey, which suggests a close and lighthearted relationship between the two characters. Joey's reaction of pointing out that it's dark out also adds to the humor of the situation, contributing to the joyful atmosphere of the conversation."
I guess I'll get washed up then. Watch that sunrise.,Joey,neutral,neutral,49,joy,"The emotion of joy in Joey's utterance could be due to the anticipation of watching the sunrise, which he finds enjoyable and uplifting. His intention to get washed up and watch the sunrise suggests a positive and peaceful moment for him, which elicits joy."
I'm,Monica,neutral,neutral,49,neutral,"The emotion of neutrality in Monica's utterance may be due to the fact that she is simply stating a neutral action without any strong emotional content. The intention of Joey's preUtterance to get washed up and watch the sunrise may have a calming and positive effect on Monica, leading to her neutral response."
"I know, me too.",Chandler,neutral,neutral,49,neutral,"The neutral emotion in Chandler's utterance may be due to him simply agreeing with Monica and expressing a shared feeling. His intention could be to show solidarity or empathy with her, while Monica may react positively to his agreement and feel validated in her own emotions."
Hey!,Chandler,joy,positive,49,joy,"The reason for the emotion of joy in this context could be due to the speaker feeling a sense of camaraderie and connection with the listener, as they both express similar sentiments. The listener's reaction of agreement or support may have elicited a positive response from the speaker, leading to feelings of joy."
Y'know what if we went away for a whole weekend?,Chandler,neutral,neutral,49,joy,"The reason for the emotion of joy in this context could be the excitement and anticipation of spending quality time together during a weekend getaway, as suggested by the speaker. The listener's positive reaction to the idea may also contribute to the overall feeling of joy in the conversation."
Y'know we'd have no interruptions and we could be naked the entire time.,Chandler,joy,positive,49,joy,The emotion of joy in the current utterance is likely due to the speaker's excitement about the idea of being alone with the listener and the prospect of being naked the entire time. This shows a sense of intimacy and closeness that brings joy to the speaker.
All weekend? That's a whole lotta naked.,Monica,surprise,positive,49,joy,"The reason for the joy emotion is likely due to the anticipation of a fun and intimate weekend with their partner, as suggested by the speaker's intentions. The positive and excited reaction of the listener also contributes to this feeling of joy."
"Yeah, I can say that I have a conference and you can say you have a chef thing.",Chandler,neutral,neutral,49,neutral,"The emotion of neutrality in the current utterance may be due to the casual and nonchalant nature of the conversation, where the speaker and listener are discussing potential excuses to avoid spending time together. The intentions of the speaker to come up with excuses and the possible reactions of skepticism or amusement from the listener could contribute to the neutral tone of the conversation."
"Ohh, I've always wanted to go to this culinary fair that they have in Jersey!",Monica,joy,positive,49,joy,"The reason for Monica's joy could be her excitement about the opportunity to attend the culinary fair in Jersey, as well as the possibility of being able to go without revealing the true reason for her absence."
"Okay, y'know your not though. Let's go.",Chandler,neutral,neutral,49,neutral,The emotion of neutrality in Chandler's utterance may be due to his desire to move on from the topic of the culinary fair in Jersey and redirect the conversation. He may not be interested in discussing it further and wants to change the subject.
Wait! What about Joey?,Monica,neutral,neutral,49,neutral,"The neutral emotion in Monica's utterance ""Wait! What about Joey?"" may indicate a sense of curiosity or concern about Joey's well-being or involvement in the conversation. Monica's intention could be to bring up Joey's situation or perspective. The listener may react by acknowledging Joey's relevance to the discussion or providing information about him."
"Oh umm, there?s also a book here by a woman named Wendy Bagina.  What is that?",Ross,neutral,neutral,50,neutral,"The speaker's neutral emotion could be due to a lack of familiarity with the book by Wendy Bagina, leading to curiosity or confusion. The listener's possible reactions, such as providing information or sharing opinions, may also contribute to the speaker's neutral emotion as they await further clarification or insight."
Sounds like two people are really enjoying the Dewey decimal system.,Chandler,neutral,neutral,50,neutral,"The neutral emotion in Chandler's utterance may be due to his observation of two people enjoying the Dewey decimal system, which he finds amusing or interesting."
I?m so sorry!,Female Student,fear,negative,50,sadness,"The female student's sadness may be due to feeling guilty or apologetic for causing a problem or inconvenience. This emotion could be influenced by the speaker's sarcastic or humorous comment, which may have made her feel embarrassed or regretful."
You didn?t bring,Chandler,neutral,neutral,50,neutral,"The reason for the neutral emotion in Chandler's utterance could be that he didn't bring something as expected, which may have led to the Female Student expressing regret or apologizing in the preUtterance. This could have resulted in a neutral response from Chandler."
